cid,record_id,Country,age,gender,marital,educ,educ_other,child_dependants,Regions,healthtype_2,role,role_other,healthtype,If_Yes,jobrole,train_years,experience_1,experience_2,experience_3,experience_4,service_demand_1,service_demand_2,skills_1,skills_2,skills_3,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3
hcw_8543,130,Uganda,26,Male,Married,NULL,NULL,3,Central 1,Private,Midwife,NULL,maternity,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,agree,agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,agree,somewhat agree,strongly agree,agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,disagree,strongly disagree,agree,strongly disagree,disagree,strongly disagree
hcw_8544,131,Uganda,26,Male,Married,NULL,NULL,3,Central 1,Private,Midwife,NULL,maternity,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,agree,agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,agree,somewhat agree,strongly agree,agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,disagree,strongly disagree,agree,strongly disagree,disagree,strongly disagree
hcw_8545,132,Uganda,52,Male,Married,NULL,NULL,2,Central 1,Private,Midwife,NULL,maternity,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree
hcw_8546,133,Uganda,28,Female,Married,NULL,NULL,1,Kampala,Private,Medical doctor,NULL,paediatric,more than one day per week,Fulltime,NULL,Unsure,No,Yes,Unsure,disagree,disagree,disagree,somewhat disagree,disagree,somewhat disagree,strongly disagree,agree,somewhat disagree,agree,strongly disagree,strongly disagree,somewhat disagree,disagree,disagree,agree,somewhat agree,disagree,strongly agree,strongly agree,strongly agree,agree,somewhat agree,somewhat agree,somewhat agree,agree
hcw_8547,134,Uganda,45,Male,Married,NULL,NULL,1,Kampala,Private,Midwife,NULL,Medical unit,daily,part time,NULL,Yes,No,No,No,somewhat agree,disagree,agree,agree,somewhat disagree,agree,strongly agree,strongly agree,agree,strongly agree,somewhat disagree,strongly disagree,neither agree nor disagree,somewhat agree,somewhat agree,strongly agree,neither agree nor disagree,somewhat disagree,strongly agree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,somewhat agree,somewhat agree,somewhat disagree
hcw_8548,135,Uganda,55,Female,Married,NULL,NULL,4,Kampala,Private,Consultant,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,disagree,strongly disagree,somewhat disagree,somewhat disagree,neither agree nor disagree,agree,strongly disagree,disagree,strongly agree,strongly agree,somewhat disagree,strongly agree,strongly agree,agree,disagree,strongly agree,agree,disagree,strongly agree,strongly agree,agree,strongly agree,neither agree nor disagree,somewhat disagree,somewhat disagree,somewhat disagree
hcw_8549,136,Uganda,48,Male,Married,NULL,NULL,0,Central 1,Private,Allied health professional,Laboratory Technician,Laboratory,NA,Fulltime,NULL,No,No,No,No,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,agree,agree,somewhat agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8550,137,Uganda,25,Male,Single (never married),NULL,NULL,0,Kampala,Public,Allied health professional,None,Laboratory,daily,Fulltime,NULL,No,No,Unsure,Unsure,disagree,neither agree nor disagree,disagree,somewhat agree,somewhat disagree,agree,somewhat disagree,somewhat agree,agree,strongly agree,strongly disagree,somewhat agree,strongly disagree,strongly disagree,somewhat agree,strongly agree,somewhat agree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,somewhat agree,somewhat agree,somewhat disagree
hcw_8551,138,Uganda,36,Female,Married,NULL,NULL,2,Central 1,Private,Medical doctor,NULL,emergency,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree
hcw_8552,139,Uganda,29,Male,Single (never married),NULL,NULL,1,Central 1,Private,Administrative,NULL,Laboratory,NA,Fulltime,NULL,No,No,Yes,No,agree,agree,somewhat agree,neither agree nor disagree,somewhat agree,somewhat agree,somewhat disagree,agree,somewhat agree,somewhat agree,agree,somewhat agree,strongly disagree,somewhat agree,somewhat agree,agree,somewhat agree,disagree,agree,agree,strongly agree,agree,agree,somewhat disagree,somewhat disagree,somewhat disagree
hcw_8553,140,Uganda,25,Male,Single (never married),NULL,NULL,0,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,NA,Fulltime,NULL,No,No,Yes,No,strongly agree,strongly agree,agree,agree,strongly agree,strongly agree,somewhat agree,somewhat disagree,somewhat agree,strongly agree,agree,agree,strongly disagree,agree,agree,strongly agree,somewhat agree,somewhat disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,disagree,disagree
hcw_8554,141,Uganda,29,Male,Married,NULL,NULL,5,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,daily,Fulltime,NULL,Yes,Yes,Yes,No,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,strongly agree,strongly agree,neither agree nor disagree,strongly agree,strongly agree,agree,strongly disagree,strongly disagree
hcw_8555,142,Uganda,40,Male,Married,NULL,NULL,0,Central 1,Public,Administrative,NULL,Other,NA,Fulltime,NULL,Yes,No,Unsure,No,strongly agree,agree,somewhat agree,strongly agree,somewhat agree,agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8556,143,Uganda,25,Male,Married,NULL,NULL,1,Central 1,Public,Allied health professional,Radiographer,Medical unit,daily,part time,NULL,Yes,No,Yes,Yes,agree,disagree,strongly disagree,agree,strongly agree,disagree,somewhat agree,strongly agree,disagree,agree,agree,agree,strongly disagree,strongly disagree,strongly agree,strongly agree,agree,agree,agree,agree,somewhat agree,agree,agree,somewhat agree,somewhat agree,somewhat disagree
hcw_8557,144,Uganda,25,Male,Single (never married),NULL,NULL,7,Central 1,Private,Other,NULL,Laboratory,NA,student,NULL,No,No,No,No,agree,agree,somewhat agree,disagree,disagree,somewhat disagree,agree,agree,somewhat disagree,strongly agree,somewhat disagree,somewhat disagree,somewhat disagree,disagree,neither agree nor disagree,agree,somewhat agree,neither agree nor disagree,somewhat agree,strongly agree,somewhat agree,agree,somewhat agree,somewhat disagree,somewhat disagree,somewhat disagree
hcw_8558,145,Uganda,29,Female,Married,NULL,NULL,2,Central 1,Public,Medical doctor,NULL,Medical unit,more than one day per week,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,agree,agree,agree,somewhat agree,agree,agree,strongly agree,neither agree nor disagree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,strongly agree,strongly agree,agree,somewhat agree,strongly agree,neither agree nor disagree,somewhat disagree,somewhat agree,somewhat disagree,somewhat agree,disagree
hcw_8559,146,Uganda,24,Male,Single (never married),NULL,NULL,2,Central 1,Private,Allied health professional,Laboratory Technician,Laboratory,NA,casual or locum staff,NULL,No,No,Yes,No,strongly agree,agree,agree,somewhat agree,agree,strongly agree,strongly agree,agree,disagree,agree,strongly agree,agree,agree,agree,strongly agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_8560,147,Uganda,24,Male,Single (never married),NULL,NULL,2,Central 1,Private,Allied health professional,Laboratory Technician,Laboratory,NA,casual or locum staff,NULL,No,No,Yes,No,strongly agree,agree,agree,somewhat agree,agree,strongly agree,strongly agree,agree,disagree,agree,strongly agree,agree,agree,agree,strongly agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_8561,148,Uganda,23,Male,Single (never married),NULL,NULL,1,Central 1,Private,Allied health professional,Laboratory Technician,Laboratory,more than one day per week,Fulltime,NULL,No,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree
hcw_8562,149,Uganda,22,Male,Single (never married),NULL,NULL,0,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,NA,Fulltime,NULL,No,Yes,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8563,150,Uganda,25,Female,Living with partner,NULL,NULL,0,Central 1,Private,Other,NULL,Laboratory,NA,part time,NULL,No,No,Yes,No,somewhat disagree,disagree,strongly agree,agree,somewhat agree,somewhat agree,somewhat agree,strongly agree,disagree,strongly agree,strongly agree,somewhat disagree,agree,strongly disagree,strongly agree,strongly agree,agree,strongly disagree,strongly agree,strongly agree,strongly disagree,agree,somewhat agree,neither agree nor disagree,somewhat disagree,strongly disagree
hcw_8564,151,Uganda,40,Male,Married,NULL,NULL,3,Central 1,Private,Other,NULL,Laboratory,NA,Fulltime,NULL,No,No,No,No,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8565,152,Uganda,27,Female,Single (never married),NULL,NULL,0,Central 1,Private,Social worker/counsellor,NULL,Other,NA,Fulltime,NULL,No,No,No,No,strongly agree,agree,strongly agree,somewhat agree,somewhat disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,somewhat disagree,somewhat disagree,somewhat agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,agree,strongly agree,agree,disagree,strongly disagree,disagree
hcw_8566,153,Uganda,24,Female,Single (never married),NULL,NULL,0,Central 1,Private,Allied health professional,Laboratory technologist,Laboratory,NA,Fulltime,NULL,No,No,Yes,No,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,somewhat agree,strongly disagree,strongly disagree,strongly disagree
hcw_8567,154,Uganda,30,Female,Single (never married),NULL,NULL,0,Central 1,Public,Other,NULL,Other,NA,other,NULL,No,No,No,No,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,neither agree nor disagree,strongly agree,strongly agree,agree,strongly disagree,strongly disagree
hcw_8568,155,Uganda,35,Male,Married,NULL,NULL,2,Central 1,Public,Administrative,NULL,Medical unit,NA,part time,NULL,No,No,Yes,No,agree,disagree,disagree,disagree,agree,agree,strongly agree,strongly agree,agree,strongly agree,agree,disagree,disagree,agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,somewhat agree,somewhat agree,somewhat agree
hcw_8569,156,Uganda,24,Male,Single (never married),NULL,NULL,0,Central 1,Private,Allied health professional,Laboratory Technician,Laboratory,NA,Fulltime,NULL,No,No,No,No,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8570,157,Uganda,33,Female,Married,NULL,NULL,3,Central 1,Private,Other,NULL,Laboratory,NA,student,NULL,No,No,Yes,No,agree,agree,somewhat agree,neither agree nor disagree,agree,strongly agree,somewhat agree,agree,agree,strongly agree,agree,strongly agree,neither agree nor disagree,strongly agree,neither agree nor disagree,agree,strongly agree,agree,strongly agree,strongly agree,somewhat agree,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_8571,158,Uganda,26,Male,Single (never married),NULL,NULL,0,Central 1,Public,Other,NULL,Medical unit,NA,student,NULL,No,No,Yes,No,strongly disagree,strongly disagree,strongly agree,disagree,strongly agree,strongly agree,agree,agree,disagree,agree,agree,agree,neither agree nor disagree,agree,agree,agree,agree,disagree,agree,agree,strongly agree,agree,somewhat agree,strongly disagree,strongly disagree,strongly disagree
hcw_8572,159,Uganda,24,Female,Single (never married),NULL,NULL,5,Central 1,Public,Other,NULL,Laboratory,NA,Fulltime,NULL,Unsure,No,Yes,No,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,disagree,somewhat agree,somewhat agree,somewhat agree
hcw_8573,160,Uganda,28,Male,Single (never married),NULL,NULL,3,Central 1,Private,Social worker/counsellor,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,agree,disagree,agree,disagree,agree,disagree,strongly agree,somewhat disagree,strongly disagree,strongly disagree,somewhat agree,agree,agree,agree,disagree,agree,agree,agree,agree,disagree,disagree,strongly disagree,disagree
hcw_8574,161,Uganda,46,Female,Married,NULL,NULL,4,Central 1,Private,Allied health professional,Laboratory technologist,Laboratory,NA,Fulltime,NULL,No,No,No,Unsure,neither agree nor disagree,somewhat disagree,somewhat disagree,agree,somewhat agree,somewhat agree,somewhat disagree,somewhat disagree,agree,agree,somewhat agree,somewhat agree,strongly disagree,disagree,agree,strongly agree,somewhat agree,somewhat disagree,agree,agree,strongly agree,strongly agree,agree,neither agree nor disagree,strongly disagree,strongly disagree
hcw_8575,162,Uganda,22,Male,Single (never married),NULL,NULL,0,Central 1,Private,Other,NULL,Laboratory,NA,student,NULL,No,No,No,No,strongly agree,strongly agree,disagree,strongly agree,somewhat agree,strongly agree,agree,agree,agree,agree,strongly agree,strongly agree,agree,agree,strongly agree,agree,strongly agree,somewhat agree,strongly agree,agree,somewhat agree,disagree,disagree,somewhat disagree,strongly disagree,strongly disagree
hcw_8576,163,Uganda,30,Female,Single (never married),NULL,NULL,0,Central 1,Public,Administrative,NULL,Medical unit,no patient contact,Fulltime,NULL,No,No,Yes,No,somewhat agree,somewhat agree,somewhat agree,agree,agree,agree,agree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,agree,somewhat agree,somewhat agree,agree,agree,neither agree nor disagree,agree,agree,somewhat agree,agree,strongly disagree,somewhat disagree,disagree,disagree
hcw_8577,164,Uganda,31,Male,Living with partner,NULL,NULL,2,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,daily,Fulltime,NULL,Yes,No,Yes,Yes,disagree,disagree,agree,strongly disagree,strongly disagree,strongly disagree,neither agree nor disagree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,disagree,somewhat agree,strongly disagree,strongly disagree
hcw_8578,165,Uganda,34,Female,Married,NULL,NULL,1,Central 1,Public,Dentist,NULL,Medical unit,daily,Fulltime,NULL,Unsure,Unsure,Yes,Unsure,disagree,disagree,agree,agree,agree,strongly agree,somewhat agree,somewhat agree,agree,strongly agree,strongly agree,strongly agree,agree,agree,strongly agree,strongly agree,strongly agree,somewhat disagree,strongly agree,strongly agree,somewhat agree,agree,somewhat disagree,agree,somewhat agree,strongly disagree
hcw_8579,166,Uganda,31,Male,Living with partner,NULL,NULL,2,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,daily,Fulltime,NULL,Yes,No,Yes,Yes,disagree,disagree,agree,strongly disagree,strongly disagree,strongly disagree,neither agree nor disagree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,disagree,somewhat agree,strongly disagree,strongly disagree
hcw_8580,167,Uganda,31,Male,Living with partner,NULL,NULL,2,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,daily,Fulltime,NULL,Yes,No,Yes,Yes,disagree,disagree,agree,strongly disagree,strongly disagree,strongly disagree,neither agree nor disagree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,disagree,somewhat agree,strongly disagree,strongly disagree
hcw_8581,168,Uganda,28,Male,Single (never married),NULL,NULL,0,Central 1,Public,Nurse,NULL,surgical,daily,Fulltime,NULL,No,No,Yes,No,strongly agree,strongly agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8582,169,Uganda,27,Female,Single (never married),NULL,NULL,0,Central 1,Public,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,Yes,disagree,disagree,agree,strongly agree,agree,agree,somewhat agree,agree,neither agree nor disagree,strongly agree,agree,agree,disagree,somewhat agree,somewhat agree,strongly agree,agree,somewhat disagree,strongly agree,strongly agree,disagree,agree,neither agree nor disagree,somewhat agree,disagree,disagree
hcw_8583,170,Uganda,26,Male,Single (never married),NULL,NULL,0,Central 1,Private,Nurse,NULL,maternity,daily,Fulltime,NULL,No,No,No,No,neither agree nor disagree,neither agree nor disagree,agree,agree,agree,strongly agree,agree,strongly agree,neither agree nor disagree,strongly agree,agree,somewhat agree,somewhat agree,neither agree nor disagree,somewhat agree,strongly agree,agree,agree,strongly agree,strongly agree,agree,agree,somewhat agree,neither agree nor disagree,somewhat agree,agree
hcw_8584,171,Uganda,29,Male,Married,NULL,NULL,3,Central 1,Private,Allied health professional,Clinical officer,Medical unit,daily,Fulltime,NULL,No,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,agree,agree,somewhat agree,strongly disagree,strongly disagree
hcw_8585,172,Uganda,30,Male,Married,NULL,NULL,1,Central 1,Public,Medical doctor,NULL,Medical unit,more than one day per week,Fulltime,NULL,No,No,Yes,No,strongly disagree,strongly disagree,agree,agree,strongly agree,strongly agree,agree,agree,disagree,strongly agree,agree,agree,somewhat agree,agree,somewhat agree,agree,somewhat agree,agree,strongly agree,strongly agree,somewhat agree,strongly agree,disagree,somewhat disagree,somewhat disagree,somewhat agree
hcw_8586,173,Uganda,28,Male,Living with partner,NULL,NULL,1,Central 1,Public,Nurse,NULL,paediatric,NA,Fulltime,NULL,No,No,Yes,No,somewhat agree,somewhat agree,somewhat agree,somewhat agree,neither agree nor disagree,agree,neither agree nor disagree,agree,somewhat agree,strongly agree,agree,somewhat agree,somewhat agree,neither agree nor disagree,somewhat agree,strongly agree,somewhat agree,somewhat agree,strongly agree,strongly agree,strongly agree,agree,agree,somewhat disagree,disagree,disagree
hcw_8587,174,Uganda,29,Male,Single (never married),NULL,NULL,1,Central 1,Public,Nurse,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree
hcw_8588,175,Uganda,27,Female,Single (never married),NULL,NULL,0,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,NA,Fulltime,NULL,Yes,No,Yes,No,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8589,176,Uganda,35,Female,Married,NULL,NULL,5,Central 1,Private,Consultant,NULL,Laboratory,NA,Fulltime,NULL,Yes,Yes,Yes,No,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,agree,somewhat agree,strongly agree,strongly agree,agree,neither agree nor disagree,somewhat disagree,disagree,somewhat agree,neither agree nor disagree,disagree,disagree,disagree
hcw_8590,177,Uganda,28,Male,Living with partner,NULL,NULL,1,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,more than one day per week,part time,NULL,Yes,Yes,Yes,Yes,agree,agree,agree,agree,somewhat agree,agree,somewhat agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,somewhat agree,somewhat agree,agree,agree,agree,agree,agree,agree,somewhat agree,somewhat agree,somewhat agree
hcw_8591,178,Uganda,36,Female,Married,NULL,NULL,2,Central 1,Private,Nurse,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,Yes,strongly disagree,disagree,strongly disagree,strongly agree,agree,strongly disagree,disagree,strongly disagree,disagree,agree,agree,agree,disagree,disagree,strongly agree,strongly agree,agree,agree,strongly agree,strongly agree,disagree,disagree,agree,agree,somewhat agree,disagree
hcw_8592,179,Uganda,35,Male,Married,NULL,NULL,2,Central 1,Public,Nurse,NULL,surgical,daily,Fulltime,NULL,No,No,Yes,Yes,disagree,disagree,agree,agree,strongly agree,strongly agree,agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,somewhat agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,somewhat agree,strongly agree,neither agree nor disagree,agree,disagree,disagree
hcw_8593,180,Uganda,27,Male,Single (never married),NULL,NULL,0,Central 1,Private,Other,NULL,Laboratory,NA,Fulltime,NULL,No,No,Yes,Yes,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,strongly disagree,strongly disagree
hcw_8594,181,Uganda,25,Male,Single (never married),NULL,NULL,0,Central 1,Public,Midwife,NULL,Medical unit,daily,Fulltime,NULL,No,No,No,No,neither agree nor disagree,neither agree nor disagree,disagree,agree,agree,agree,strongly agree,strongly agree,disagree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,strongly agree,strongly agree,disagree,agree,agree,somewhat agree,strongly disagree,strongly disagree
hcw_8595,182,Uganda,25,Male,Single (never married),NULL,NULL,0,Central 1,Public,Midwife,NULL,Medical unit,daily,Fulltime,NULL,No,No,No,No,neither agree nor disagree,neither agree nor disagree,disagree,agree,agree,agree,strongly agree,strongly agree,disagree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,strongly agree,strongly agree,disagree,agree,agree,somewhat agree,strongly disagree,strongly disagree
hcw_8596,183,Uganda,38,Male,Married,NULL,NULL,3,Central 1,Private,Other,NULL,Other,NA,Fulltime,NULL,No,No,No,No,strongly agree,strongly agree,disagree,agree,somewhat agree,somewhat agree,disagree,somewhat agree,agree,neither agree nor disagree,strongly disagree,strongly disagree,strongly disagree,agree,somewhat agree,somewhat agree,disagree,disagree,agree,agree,strongly agree,strongly disagree,neither agree nor disagree,neither agree nor disagree,somewhat agree,agree
hcw_8597,184,Uganda,23,Female,Single (never married),NULL,NULL,0,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,daily,Fulltime,NULL,No,No,No,No,somewhat agree,somewhat agree,strongly agree,agree,strongly agree,strongly agree,somewhat agree,strongly agree,agree,strongly agree,strongly agree,agree,strongly disagree,disagree,somewhat agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,disagree,agree,somewhat agree,somewhat agree
hcw_8598,185,Uganda,44,Female,Married,NULL,NULL,5,Central 1,Public,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,No,No,No,No,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,somewhat agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8599,186,Uganda,36,Male,Living with partner,NULL,NULL,2,Central 1,Private,Other,NULL,Laboratory,NA,Fulltime,NULL,No,No,Yes,No,strongly agree,strongly agree,agree,agree,agree,agree,agree,strongly agree,somewhat disagree,strongly agree,agree,agree,agree,strongly agree,somewhat agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8600,187,Uganda,23,Male,Living with partner,NULL,NULL,1,Central 1,Public,Administrative,NULL,Other,NA,Fulltime,NULL,No,No,No,No,somewhat agree,somewhat agree,disagree,agree,agree,agree,strongly agree,agree,strongly disagree,agree,agree,agree,strongly disagree,somewhat disagree,strongly agree,agree,strongly agree,neither agree nor disagree,strongly agree,strongly agree,agree,strongly agree,agree,agree,neither agree nor disagree,strongly disagree
hcw_8601,188,Uganda,40,Male,Married,NULL,NULL,3,Kampala,Public,Nurse,NULL,Other,NA,Fulltime,NULL,No,No,No,No,agree,agree,agree,agree,strongly disagree,agree,agree,agree,agree,agree,somewhat disagree,somewhat disagree,disagree,disagree,disagree,agree,agree,disagree,agree,agree,agree,agree,disagree,somewhat agree,somewhat agree,somewhat agree
hcw_8602,189,Uganda,46,Male,Married,NULL,NULL,2,Central 1,Private,Social worker/counsellor,NULL,Other,daily,Fulltime,NULL,No,No,Yes,No,disagree,strongly agree,agree,agree,disagree,agree,agree,somewhat agree,agree,agree,somewhat agree,disagree,disagree,agree,agree,agree,somewhat agree,agree,agree,somewhat agree,agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree
hcw_8603,190,Uganda,46,Male,Married,NULL,NULL,2,Central 1,Private,Social worker/counsellor,NULL,Other,daily,Fulltime,NULL,No,No,Yes,No,disagree,strongly agree,agree,agree,disagree,agree,agree,somewhat agree,agree,agree,somewhat agree,disagree,disagree,agree,agree,agree,somewhat agree,agree,agree,somewhat agree,agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree
