cid,id,country,age,sex,marital,education,educ other,chn,region,hospital,job role,other prof,work unit,contact freq,job type,train years,experience_1,experience_2,experience_3,e_do_care,can manage,continue manage,general training,received ipc training,can don,can follow,55) s_can protect,is protected,will use,proto exists,can access,has isolation,get support,expected I follow,expected to follow,colleagues follow,encouraged by staff,concerned about family,risk concerned,afraid of patients,accept risk,trust_1,trust_2,trust_3
hcw_8619,207,Senegal,32,Masculin,Marie,Doctorat,,1,  , ,Médical (e),,Autres (A préciser)................................,,,3,No,Yes ,No,,somewhat agree,somewhat agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,Yes ,No,No,Yes ,somewhat agree agree,Yes ,No,Yes ,Yes ,Yes ,Yes ,Yes , less than half the time, less than half the time,Somewhat disagree
hcw_8620,208,Senegal,24,Masculin,Marie,Doctorat,,2,  , ,Paramédical (e),,Hopital,more than one day per week,,1,Yes ,Yes ,Yes ,,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,All the time,All the time," rather agree, agree"
hcw_8621,209,Senegal,53,Masculin,Celibataire,Certificat,,0,  , ,Médical (e),,Hopital,Aucun contact avec les patients,,17,No,Yes ,No,,totally agree,somewhat agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,totally agree,somewhat agree agree,somewhat agree agree,No,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,All the time,All the time," rather agree, agree"
hcw_8622,210,Senegal,37,Féminin,Marie,CES,,4,  , ,Paramédical (e),,Hopital,Aucun contact avec les patients,,11, Do not know,Yes ,No,,somewhat agree, Disagree,totally agree,Assez  Disagree,strongly  Disagree,totally agree,Assez  Disagree,totally agree,totally agree,Yes ,Yes ,No,Yes ,totally agree,Yes ,No,Yes ,Yes ,Yes ,No,Yes ,All the time,most of the time ," rather agree, agree"
hcw_8623,211,Senegal,32,Masculin,Marie,Master,,3,  , ,Médical (e),,Hopital,,,2,No,Yes ,Yes ,,strongly  Disagree, Disagree,somewhat agree agree,totally agree,"Ni agree, ni  Disagree",Assez  Disagree, Disagree,somewhat agree agree,totally agree,No,No,Yes , Do not know, Disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time ,All the time," rather agree, agree"
hcw_8624,212,Senegal,44,Masculin,Celibataire,DESS,,0,  , ,Paramédical (e),,Autres (A préciser)................................,Quotidiennement,,7,No,Yes ,Yes ,, Disagree,strongly  Disagree,somewhat agree agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,No,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , part of the time,All the time," rather agree, agree"
hcw_8625,213,Senegal,46,Masculin,Celibataire,Licence,,,Saint louis,Centre/poste de santé/district,Paramédical (e),,Hopital,,,18,No,Yes ,No,,Ni agree ni  Disagree, Disagree,"Ni agree, ni  Disagree","Ni agree, ni  Disagree","Ni agree, ni  Disagree",somewhat agree agree,Assez  Disagree,totally agree,totally agree,Yes ,No,No,Yes ,somewhat agree agree,Yes ,No,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time," rather agree, agree"
hcw_8626,214,Senegal,46,Masculin,Marié,Licence,,2,Dakar,hopital de niveau III,Paramédical (e),,Centre de santé,Quotidiennement,,15,No,No,No,,not agree at all,not agree at all,totally agree,without opinion,Da'ccord,Absolutely agree,not agree at all,agree,Absolutely agree,Yes ,No, Do not know,Yes ,totally agree,Yes , Do not know,No,Yes ,Yes ,No,Yes , at no moment,All the time,totally agree
hcw_8627,215,Senegal,37,Masculin,Marié,Licence,,6,Thies,Centre/poste de santé/district,Médical (e),,Hopital,,,5,No,Yes ,No,,Totally agree,Totally agree,agree,totally agree,Option totally agree,Absolutely agree,Absolutely agree,Option totally agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,totally agree
hcw_8628,216,Senegal,31,Féminin,Marié,Doctorat,,1,Kaolack,Centre/poste de santé/district,Paramédical (e),,Centre de santé,Quotidiennement,,4,Yes ,Yes ,Yes ,,rather Agree,Agree,agree,totally agree,Da'ccord,Absolutely agree,agree,Option totally agree,Absolutely agree,Yes ,Yes ,Yes ,No,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time ,  more than half the time,totally agree
hcw_8629,217,Senegal,56,Masculin,Célibataire,Baccalauréat,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de santé,Quotidiennement,,20,No,Yes ,No,,rather  disagree,rather Agree,rather agree,disagree,Da'ccord,rather agree,rather pas Agree,agree,agree,No,No,Yes , Do not know,agree,Yes , Do not know, Do not know,No,No,No,Yes , part of the time, part of the time,without opinion
hcw_8630,218,Senegal,38,Masculin,Marié,Licence,,2,Thies,Centre/poste de santé/district,Paramédical (e),,Centre de santé,Quotidiennement,,16,Yes ,Yes ,Yes ,,disagree,disagree,agree,agree,Da'ccord,agree,disagree,agree,agree,Yes ,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,No,Yes ,No,No, part of the time, part of the time,rather agree
hcw_8631,219,Senegal,39,Masculin,Marié,Baccalauréat,,0,Thies,Centre/poste de santé/district,,,Centre de santé,Quotidiennement,,13,Yes ,Yes ,No,,Agree,disagree,agree,agree,Da'ccord,agree,agree,agree,agree,Yes ,Yes ,Yes , Do not know,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,most of the time ,most of the time ,agree
hcw_8632,220,Senegal,31,Féminin,Marié,Baccalauréat,,2,Thies,hopital de niveau II,Paramédical (e),,Poste de santé,Quotidiennement,,3,Yes ,Yes ,No,,,without opinion,rather agree,somewhat agree,rather Agree,rather agree,somewhat agree,somewhat agree,agree,Yes ,No,Yes ,Yes ,somewhat agree,Yes ,No,Yes ,Yes ,Yes ,No,Yes , at no moment,All the time,agree
hcw_8633,221,Senegal,30,Masculin,Marié,Master,,2,Dakar,Centre/poste de santé/district,Médical (e),,Hopital,,,4,No,Yes ,No,,not agree at all,not agree at all,disagree,disagree,disagree,disagree,not agree at all,disagree,disagree,No,No,Yes ,No,disagree,Yes ,Yes ,No,Yes ,Yes ,No,Yes ,All the time,All the time,totally agree
hcw_8634,222,Senegal,30,Masculin,Marié,Doctorat,,3,Diourbel,hopital de niveau II,Médical (e),,Centre de santé,Quotidiennement,,2,No,Yes ,Yes ,,disagree,disagree,agree,somewhat agree,rather Agree,without opinion,rather pas Agree,agree,agree,Yes ,Yes ,Yes ,Yes ,somewhat agree,Yes ,No, Do not know,Yes ,Yes ,No,Yes , part of the time,  more than half the time,rather agree
hcw_8635,223,Senegal,34,Masculin,Marié,Doctorat,,1,Thies,Centre/poste de santé/district,Administratif et technique,,,more than one day per week,,5,No,Yes ,Yes ,,rather  disagree,not agree at all,rather agree,agree,Da'ccord,agree,rather pas Agree,somewhat agree,agree,No,Yes ,Yes , Do not know,totally agree,Yes , Do not know, Do not know,Yes ,Yes ,No,Yes ,  more than half the time, part of the time,without opinion
hcw_8636,224,Senegal,32,Masculin,Marié,Master,,2,Dakar,hopital de niveau III,Médical (e),,Centre de santé,,,6,No,Yes ,No,,disagree,without opinion,agree,agree,Da'ccord,agree,agree,agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,most of the time ,,totally agree
hcw_8637,225,Senegal,33,Masculin,Marié,DESS,,2,Kaolack,Etablissement privé,Médical (e),,Hopital,Quotidiennement,,6,Yes ,Yes ,Yes ,,not agree at all,disagree,agree,agree,disagree,disagree,disagree,agree,Absolutely agree,No,No,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , part of the time, at no moment,not agree at all
hcw_8638,226,Senegal,34,Masculin,Marié,DESS,,2,Dakar,Centre/poste de santé/district,Médical (e),,Clinique Médicale Privée,Quotidiennement,,4,Yes ,Yes ,Yes ,,disagree,disagree,agree,agree,disagree,not agree at all,rather pas Agree,somewhat agree,agree,No,No,No,No,totally agree,Yes ,No,Yes ,Yes ,No,No,Yes , at no moment,All the time,totally agree
hcw_8639,227,Senegal,32,Masculin,Marié,DESS,,1,Dakar,hopital de niveau III,Médical (e),,Centre de santé,Quotidiennement,,3,Yes ,Yes ,Yes ,,Agree,Agree,rather agree,somewhat agree,Da'ccord,Absolutely agree,somewhat agree,somewhat agree,Absolutely agree,No,Yes ,No,No,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , part of the time,  more than half the time,rather agree
hcw_8640,228,Senegal,33,Féminin,Marié,DESS,,2,Ziguinchor,hopital de niveau II,Médical (e),,Hopital,Quotidiennement,,7,Yes ,Yes ,Yes ,,not agree at all,disagree,totally agree,totally agree,Da'ccord,Absolutely agree,not agree at all,agree,without opinion,No,No,No,No,agree, Do not know,No,No,Yes , Do not know,No,Yes , at no moment, part of the time,without opinion
hcw_8641,229,Senegal,34,Masculin,Célibataire,DESS,,0,Ziguinchor,hopital de niveau II,Paramédical (e),,Hopital,Quotidiennement,,9,Yes ,Yes ,Yes ,,rather  disagree,disagree,rather agree,somewhat agree,Da'ccord,rather agree,disagree,somewhat agree,agree,No,Yes ,Yes , Do not know,somewhat agree,Yes ,Yes ,Yes ,No, Do not know,No,No,  more than half the time, less than half the time,without opinion
hcw_8642,230,Senegal,54,Masculin,Marié,DESS,,3,Ziguinchor,hopital de niveau II,Médical (e),,Hopital,Quotidiennement,,23, Do not know,Yes ,Yes ,,rather Agree,without opinion,totally agree,totally agree,Da'ccord,Absolutely agree,agree,Option totally agree,without opinion,No,Yes ,No, Do not know,totally agree,Yes ,Yes ,Yes ,No,No,No,Yes ,All the time,most of the time ,rather agree
hcw_8643,231,Senegal,40,Féminin,Marié,CES,,5,Ziguinchor,hopital de niveau II,Paramédical (e),,Hopital,Aucun contact avec les patients,,11,No,Yes ,No,,rather  disagree,rather  disagree,agree,somewhat agree,disagree,agree,somewhat agree,somewhat agree,agree,No,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time ,  more than half the time,rather agree
hcw_8644,232,Senegal,34,Féminin,,Licence,,3,Thies,Centre/poste de santé/district,,,Hopital,Aucun contact avec les patients,,7,No,Yes ,No,,rather  disagree,not agree at all,not agree at all,rather disagree,disagree,disagree,not agree at all,rather pas 'agree,Absolutely agree,No,No,Yes , Do not know,rather disagree,Yes ,No,Yes ,No,Yes ,No,Yes ,most of the time ,most of the time ,disagree
hcw_8645,233,Senegal,38,Masculin,Marié,BFEM,,1,Ziguinchor,Centre/poste de santé/district,Médical (e),,Poste de santé,Quotidiennement,,5,No,No,No,,without opinion,without opinion,totally agree,totally agree,Da'ccord,Absolutely agree,Absolutely agree,agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time ,All the time,totally agree
hcw_8646,234,Senegal,40,Féminin,Marié,Doctorat,,1,Ziguinchor,hopital de niveau II,Médical (e),,Centre de santé,Quotidiennement,,2,Yes ,Yes ,Yes ,,not agree at all,not agree at all,agree,agree,without opinion,agree,rather pas Agree,agree,agree,Yes ,Yes ,Yes ,Yes ,without opinion,Yes ,No,Yes ,Yes ,Yes ,No,Yes , part of the time,most of the time ,totally agree
hcw_8647,235,Senegal,33,Masculin,Marié,DESS,,0,Ziguinchor,hopital de niveau II,Médical (e),,Hopital,Quotidiennement,,5,Yes ,Yes ,Yes ,,rather Agree,rather Agree,rather agree,rather disagree,disagree,disagree,rather pas Agree,agree,Absolutely agree,Yes ,No,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,most of the time ,  more than half the time,without opinion
hcw_8648,236,Senegal,37,Masculin,Marié,DESS,,0,Ziguinchor,hopital de niveau II,Médical (e),,Urgences,Quotidiennement,,2,Yes ,Yes ,Yes ,,not agree at all,not agree at all,agree,agree,Da'ccord,agree,rather pas Agree,agree,somewhat agree,No,No,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , part of the time,  more than half the time,rather disagree
hcw_8649,237,Senegal,36,Féminin,Marié,CES,,0,Ziguinchor,hopital de niveau II,Médical (e),,Hopital,Rarement,,,No,Yes ,No,,Agree,rather Agree,agree,somewhat agree,disagree,rather disagree,rather pas Agree,without opinion,agree,No,No, Do not know, Do not know,somewhat agree,Yes , Do not know,Yes ,Yes ,Yes ,No,Yes ,most of the time , less than half the time,rather disagree
hcw_8650,238,Senegal,27,Masculin,Marié,CES,,3,Ziguinchor,hopital de niveau II,Etudiant (e),,Hopital,Quotidiennement,,3, Do not know,Yes ,No,,rather  disagree,not agree at all,agree,agree,rather disagree,rather agree,rather pas Agree,without opinion,disagree,No,No,No,Yes ,agree,Yes ,No,Yes ,Yes ,Yes ,Yes ,Yes ,most of the time ,  more than half the time,rather agree
hcw_8651,239,Senegal,27,Masculin,Marié,Doctorat,,0,Ziguinchor,hopital de niveau II,Etudiant (e),,Urgences,Quotidiennement,,7,Yes ,Yes ,Yes ,,rather  disagree,rather  disagree,rather agree,somewhat agree,Da'ccord,agree,disagree,without opinion,Absolutely agree,Yes ,No,Yes , Do not know,totally agree,Yes , Do not know,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,without opinion
hcw_8652,240,Senegal,26,Masculin,Célibataire,Doctorat,,,Ziguinchor,hopital de niveau II,Médical (e),,Hopital,Quotidiennement,,,Yes ,Yes ,Yes ,,disagree,disagree,agree,agree,Da'ccord,,not agree at all,,disagree,No,No,No,No,agree,Yes , Do not know,Yes ,Yes ,Yes ,Yes ,Yes , part of the time,most of the time ,without opinion
hcw_8653,241,Senegal,33,Masculin,Célibataire,Doctorat,,,Ziguinchor,hopital de niveau II,Médical (e),,Urgences,more than one day per week,,6,,Yes ,Yes ,,not agree at all,not agree at all,agree,,without opinion,agree,not agree at all,agree,agree,Yes ,No,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,most of the time ,most of the time ,totally agree
hcw_8654,242,Senegal,26,Masculin,Marié,CES,,1,Ziguinchor,hopital de niveau II,Médical (e),,Hopital,Quotidiennement,,,Yes ,Yes ,Yes ,,disagree,disagree,agree,disagree,disagree,not agree at all,disagree,agree,agree,No,No,Yes , Do not know,disagree,Yes ,No,Yes ,Yes ,Yes ,No,Yes , part of the time,most of the time ,totally agree
hcw_8655,243,Senegal,32,Féminin,Célibataire,Doctorat,,,Ziguinchor,hopital de niveau II,Etudiant (e),,Urgences,more than one day per week,,4,,Yes ,Yes ,,not agree at all,not agree at all,agree,,without opinion,agree,not agree at all,agree,agree,Yes ,No,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,most of the time ,most of the time ,totally agree
hcw_8656,244,Senegal,35,Féminin,Célibataire,Baccalauréat,,2,Ziguinchor,hopital de niveau II,Paramédical (e),,Hopital,Aucun contact avec les patients,,8,No,Yes ,No,,disagree,disagree,disagree,disagree,disagree,agree,disagree,without opinion,agree,No,Yes , Do not know, Do not know,disagree,Yes , Do not know,Yes ,Yes ,Yes ,No,Yes ,All the time,most of the time ,disagree
hcw_8657,245,Senegal,35,Féminin,Marié,Licence,,4,Ziguinchor,hopital de niveau III,Médical (e),,Hopital,Aucun contact avec les patients,,2,No,Yes ,No,,without opinion,without opinion,disagree,somewhat agree,disagree,disagree,somewhat agree,agree,agree,Yes ,No,Yes , Do not know,agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,All the time, part of the time,rather agree
hcw_8658,246,Senegal,49,Masculin,Marié,Doctorat,,1,Ziguinchor,hopital de niveau II,,,Pédiatrie,Quotidiennement,,18,Yes ,Yes ,Yes ,,Agree,disagree,agree,agree,Da'ccord,agree,not agree at all,disagree,agree,No,No,Yes ,No,totally agree,Yes ,No,Yes ,Yes ,Yes ,Yes ,Yes ,most of the time , at no moment,agree
hcw_8659,247,Senegal,36,Masculin,Marié,Master,,2,Ziguinchor,Centre/poste de santé/district,,,Hopital,Quotidiennement,,7,Yes ,Yes ,No,,disagree,disagree,agree,agree,not agree at all,agree,rather pas Agree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,  more than half the time,All the time,rather agree
hcw_8660,248,Senegal,35, ,Marié,Licence,,2,Ziguinchor,hopital de niveau II,Paramédical (e),,Centre de santé,,,3,Yes ,Yes ,Yes ,,disagree,disagree,agree,agree,Da'ccord,agree,agree,agree,agree,Yes ,Yes ,Yes ,No,agree,Yes , Do not know,Yes ,Yes ,Yes ,No,Yes , at no moment,All the time,totally agree
hcw_8661,249,Senegal,34,Masculin,Célibataire,Licence,,3,Ziguinchor,hopital de niveau II,Paramédical (e),,Hopital,Quotidiennement,,1,No,Yes ,Yes ,,,Totally agree,totally agree,agree,disagree,disagree,disagree,agree,Absolutely agree,"Yes , No",No,No,Yes ,,Yes ,Yes ,Yes ,Yes ,Yes ,No,,  more than half the time,most of the time ,totally agree
hcw_8662,250,Senegal,35,Féminin,Célibataire,Licence,,8,Dakar,autre,Paramédical (e),,Hopital,Quotidiennement,,13,No,Yes ,No,,without opinion,without opinion,agree,agree,rather disagree,rather disagree,rather pas Agree,agree,agree,,No,Yes ,Yes ,agree,Yes ,No,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,agree
hcw_8663,251,Senegal,34,Masculin,Marié,Master,,3,Thies,Centre/poste de santé/district,Paramédical (e),,,,,6,No,No,No,,,,rather agree,somewhat agree,rather Agree,rather agree,Absolutely agree,agree,,No,Yes ,No,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,,,rather agree
hcw_8664,252,Senegal,39,Masculin,Célibataire,Doctorat,,2,Thies,hopital de niveau II,Médical (e),,Centre de santé, Do not know,,11,No,Yes ,No,,rather Agree,rather Agree,totally agree,totally agree,Da'ccord,agree,somewhat agree,agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,  more than half the time,All the time,totally agree
hcw_8665,253,Senegal,52,Masculin,Marié,Doctorat,,3,Ziguinchor,hopital de niveau II,Administratif et technique,,Hopital,,,10,No,Yes ,No,,Totally agree,Totally agree,agree,agree,Da'ccord,Absolutely agree,somewhat agree,agree,agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes , Do not know,No,Yes ,most of the time ,most of the time ,rather agree
hcw_8666,254,Senegal,35,Masculin,Marié,Baccalauréat,,5,Dakar,Centre/poste de santé/district,Paramédical (e),,Hopital,,,8,No,Yes ,No,,Agree,without opinion,without opinion,agree,Da'ccord,agree,agree,,agree,No,No,Yes ,No,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,,Yes ,most of the time ,  more than half the time,rather agree
hcw_8667,255,Senegal,48,Masculin,Divorce(e),Licence,,4,Diourbel,hopital de niveau III,Paramédical (e),,Centre de santé,Quotidiennement,,24,Yes ,Yes ,Yes ,,Agree,rather Agree,rather agree,somewhat agree,rather Agree,rather agree,somewhat agree,rather pas 'agree,rather disagree,Yes ,Yes ,Yes ,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time ,most of the time ,agree
hcw_8668,256,Senegal,28,Masculin,Marié,Licence,,3,Ziguinchor,hopital de niveau III,Etudiant (e),,Hopital,,,,No,Yes ,No,,Totally agree,Totally agree,totally agree,agree,Option totally agree,Absolutely agree,agree,Option totally agree,agree,No,No,Yes , Do not know,totally agree,Yes ,Yes , Do not know,Yes ,Yes ,Yes ,Yes ,All the time,All the time,without opinion
hcw_8669,257,Senegal,53,Masculin,Célibataire,BFEM,,11,Ziguinchor,hopital de niveau II,Paramédical (e),,Hopital,Quotidiennement,,16,Yes ,Yes ,Yes ,,Agree,Totally agree,rather agree,without opinion,Da'ccord,Absolutely agree,agree,agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time , less than half the time,disagree
hcw_8670,258,Senegal,45,Masculin,Marié,Licence,,3,Thies,Centre/poste de santé/district,Médical (e),,Hopital, Do not know,,15,No,Yes ,No,,not agree at all,not agree at all,rather disagree,disagree,not agree at all,rather agree,rather pas Agree,agree,Absolutely agree,No,No,Yes , Do not know,totally agree,Yes , Do not know,Yes ,Yes ,Yes ,No,Yes , less than half the time, less than half the time,agree
hcw_8671,259,Senegal,47,Masculin,Marié,Doctorat,,6,Saint louis,Etablissement privé,Paramédical (e),,Centre de santé,Quotidiennement,,19,No,Yes ,No,,without opinion,without opinion,agree,not agree at all,Da'ccord,Absolutely agree,not agree at all,somewhat agree,without opinion,Yes ,No,Yes , Do not know,agree,Yes ,Yes ,,Yes ,Yes ,Yes ,Yes , part of the time,All the time,agree
hcw_8672,260,Senegal,58,Féminin,Marié,Licence,,3,Dakar,Organisme international,Médical (e),,Clinique Médicale Privée,,,15,No,No,No,,not agree at all,not agree at all,totally agree,somewhat agree,rather Agree,Absolutely agree,rather pas Agree,somewhat agree,Absolutely agree,Yes ,Yes ,No,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , part of the time,  more than half the time,totally agree
hcw_8673,261,Senegal,27,Masculin,Marié,Doctorat,,1,Thies,hopital de niveau I,Paramédical (e),,,,,2,No,No,No,,rather Agree,rather Agree,agree,agree,Da'ccord,agree,somewhat agree,agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,No,No, Do not know,No,most of the time ,most of the time ,totally agree
hcw_8674,262,Senegal,38,Féminin,Célibataire,Licence,,2,Ziguinchor,Centre/poste de santé/district,Médical (e),,Hopital,Rarement,,12,No, Do not know,No,,without opinion,without opinion,agree,rather disagree,not agree at all,rather agree,agree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes , Do not know,No,Yes ,most of the time , less than half the time,agree
hcw_8675,263,Senegal,30,Masculin,Marié,Baccalauréat,,1,Thies,hopital de niveau I,Paramédical (e),,Centre de santé,more than one day per week,,4,Yes ,Yes ,Yes ,,disagree,disagree,disagree,disagree,Da'ccord,agree,not agree at all,agree,disagree,No,No,No,No,totally agree,Yes ,No,No,Yes ,Yes ,No,Yes , at no moment, part of the time,agree
hcw_8676,264,Senegal,51,Féminin,Célibataire,Licence,,,Thies,Centre/poste de santé/district,Paramédical (e),,Hopital,,,11,No,Yes ,No,,Totally agree,Agree,totally agree,agree,Da'ccord,agree,somewhat agree,agree,,,Yes ,Yes , Do not know,agree,Yes ,,,Yes ,No,,Yes ,All the time,most of the time ,agree
hcw_8677,265,Senegal,51,Féminin,Marié,Baccalauréat,,6,Thies,Centre/poste de santé/district,Paramédical (e),,Centre de santé,Quotidiennement,,11,Yes ,Yes ,No,,disagree,disagree,agree,,Da'ccord,agree,disagree,agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time ,All the time,agree
hcw_8678,266,Senegal,37,Féminin,Marié,Baccalauréat,,6,Ziguinchor,Centre/poste de santé/district,,,Centre de santé,Quotidiennement,,10,Yes ,Yes ,No,,disagree,disagree,agree,,Da'ccord,agree,disagree,agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time ,All the time,agree
hcw_8679,267,Senegal,20,Féminin,Célibataire,Baccalauréat,,6,Ziguinchor,hopital de niveau II,Etudiant (e),,Centre de santé,Quotidiennement,,,No,Yes ,No,,disagree,disagree,agree,agree,Da'ccord,agree,disagree,agree,Absolutely agree,Yes ,No,Yes ,Yes ,,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , part of the time,All the time,disagree
hcw_8680,268,Senegal,38,Masculin,Célibataire,Baccalauréat,,2,Sedhiou,Centre/poste de santé/district,Médical (e),,Urgences,,,12, Do not know, Do not know,No,,without opinion,without opinion,without opinion,somewhat agree,rather Agree,without opinion,somewhat agree,without opinion,without opinion,Yes ,No, Do not know, Do not know,without opinion, Do not know, Do not know, Do not know, Do not know, Do not know, Do not know,Yes ,All the time,most of the time ,totally agree
hcw_8681,269,Senegal,55,Masculin,Marié,Doctorat,,4,Matam,Centre/poste de santé/district,Administratif et technique,,Centre de santé,,,32,Yes ,Yes ,No,,Totally agree,Agree,without opinion,agree,Da'ccord,agree,agree,agree,agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time ,most of the time ,rather agree
hcw_8682,270,Senegal,35,Masculin,Marié,BFEM,,6,Dakar,Etablissement privé,,,Centre de santé,,,,No,Yes ,No,,without opinion,without opinion,totally agree,rather disagree,rather disagree,Absolutely agree,disagree,,agree,No,No,No,Yes ,somewhat agree,Yes , Do not know,Yes ,Yes ,Yes ,No,Yes , at no moment,,rather agree
hcw_8683,271,Senegal,38,Féminin,,,,,Dakar,hopital de niveau I,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hcw_8684,272,Senegal,24,Masculin,Marié,BFEM,,3,Dakar,autre,Etudiant (e),,Maternité,Quotidiennement,,0,No,Yes ,Yes ,,not agree at all,not agree at all,totally agree,disagree,Da'ccord,agree,not agree at all,agree,Absolutely agree,Yes ,No,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time , less than half the time,rather disagree
hcw_8685,273,Senegal,42,Masculin,Marié,Master,,0,Thies,Centre/poste de santé/district,,,,,,17,No,No,No,,,,agree,totally agree,rather Agree,Absolutely agree,agree,somewhat agree,Absolutely agree,No,Yes , Do not know,No,totally agree,Yes , Do not know,Yes ,Yes ,No,No,Yes ,,,
hcw_8686,274,Senegal,35,Masculin,Marié,Master,,5,Dakar,hopital de niveau II,Médical (e),,Poste de santé,Quotidiennement,,8,Yes ,No,No,,without opinion,without opinion,disagree,disagree,disagree,disagree,somewhat agree,agree,Absolutely agree,Yes ,Yes ,Yes ,No,agree,Yes ,Yes ,No,Yes ,Yes ,Yes ,Yes ,All the time,most of the time ,agree
hcw_8687,275,Senegal,38,Féminin,Marié,Doctorat,,2,Dakar,hopital de niveau I,Médical (e),,Hopital,Quotidiennement,,7, Do not know,Yes ,Yes ,,without opinion,without opinion,rather agree,somewhat agree,rather Agree,rather agree,somewhat agree,somewhat agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time ,,without opinion
hcw_8688,276,Senegal,38,Féminin,Marié,Doctorat,,5,Dakar,hopital de niveau I,Médical (e),,Hopital,,,7,No,Yes ,No,,rather  disagree,without opinion,rather agree,rather disagree,rather Agree,rather agree,somewhat agree,agree,Absolutely agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , part of the time,most of the time ,rather agree
hcw_8689,277,Senegal,34,Féminin,Marié,Doctorat,,5,Dakar,Centre/poste de santé/district,Médical (e),,Hopital,,,5,No,Yes ,No,,rather  disagree,without opinion,rather agree,rather disagree,rather Agree,rather agree,somewhat agree,agree,Absolutely agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , part of the time,most of the time ,rather agree
