record_id,age,gender,role,role_other,healthtype,healthtype_2,District,Regions,Direct care to patients,If Yes,jobrole,marital,child_dependants,adult_dependants,experience_1,experience_2,experience_3,experience_4,contacttype,contacttype_2,prevention_1,prevention_2,prevention_3,prevention_4,prevention_5,prevention_6,prevention_7,prevention_8,prevention_9,prevention_10,prevention_11,masktype,other_prevention,service_demand_1,service_demand_2,control_procedure_1,control_procedure_2,control_procedure_3,control_procedure_4,control_procedure_5,control_procedure_6,control_procedure_7,control_procedure_8,control_procedure_9,control_procedure_10,medicalmasktype,other_procedure,skills_1,skills_2,skills_3,belief,social_role,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,supplies_2,supplies_3,supplies_4,supplies_5,supplies_6,supplies_7,supplies_8,supplies_9,supplies_10,supplies_11,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,wellbeing_1,wellbeing_2,wellbeing_3,wellbeing_4,wellbeing_5,trust_1,trust_2,trust_3,psychological_1,psychological_2,psychological_3,psychological_4
231,31,2,7,Public health dental officer ,1,2,Wakiso,Central 1,1,2,1,3,4,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,1,5,1,1,1,1,1,1,2,2,2,2,,,5,5,6,6,6,5,5,5,5,5,5,2,5,6,6,6,1,1,6,5,5,6,2,1,5,6,6,2,6,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
232,52,1,5,,8,2,Wakiso,Central 1,1,1,1,3,3,1,2,2,1,2,,,1,2,1,2,2,1,2,2,2,2,2,Surgical mask,,3,3,1,1,2,1,1,1,1,1,1,2,,,2,2,2,2,6,5,4,6,6,6,2,5,4,6,6,6,5,5,5,5,5,6,1,1,7,7,6,2,7,7,7,7,2,2,2,3,3,3,2,2,2,1,1,1,1
233,41,1,6,,1,2,Wakiso,Central 1,1,1,1,3,3,2,1,1,1,2,,,1,2,2,2,2,2,2,2,2,2,2,,,3,5,1,2,2,2,2,2,2,1,2,2,,,3,5,4,6,6,3,3,4,6,6,2,3,4,6,6,6,2,2,2,2,2,2,2,2,3,4,6,6,2,4,3,3,3,5,4,5,4,5,6,6,5,2,2,2,2
234,26,1,7,Laboratory Technician,10,1,Wakiso,Central 1,1,1,1,1,6,2,3,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,4,4,1,1,1,1,1,1,1,1,1,2,,,5,6,7,7,6,5,6,6,6,4,7,4,1,7,7,7,1,1,7,1,1,7,1,1,7,6,6,4,7,7,4,4,1,6,6,6,6,6,5,1,3,1,1,1,2
235,50,1,9,,12,2,Wakiso,Central 1,1,1,1,6,1,2,1,1,1,1,3,,1,3,3,2,1,1,3,3,1,3,3,,,6,6,1,3,3,3,1,1,3,1,1,3,,,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,1,1,6,1,6,6,1,1,6,6,6,6,6,6,6,6,6,1,2,5,6,6,5,5,5,1,1,1,1
236,58,1,2,,1,2,Wakiso,Central 1,1,1,1,3,1,1,1,2,1,1,2,,1,1,1,2,1,1,2,2,2,2,2,Cloth mask,,6,6,1,2,2,2,1,1,2,2,1,3,,,6,5,5,6,6,6,5,6,6,6,6,6,6,6,7,6,6,6,5,2,6,6,2,2,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,1,1,1,1
237,27,1,5,,4,2,Wakiso,Central 1,1,1,1,3,2,2,2,2,1,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,7,2,1,1,1,1,1,1,1,1,1,2,,,6,1,1,7,6,5,7,7,7,6,6,6,7,7,6,7,2,2,7,1,7,7,1,7,6,7,7,7,6,6,2,6,6,6,6,6,6,6,5,5,5,1,1,1,1
238,38,1,6,,1,2,Wakiso,Central 1,1,1,1,3,3,2,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,Surgical mask,,2,3,1,1,1,1,1,1,1,1,1,2,KN95,,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1
239,28,2,1,,1,2,Wakiso,Central 1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Surgical mask,Exam glove,1,1,1,1,1,1,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,23,2,7,None,10,1,Wakiso,Central 1,1,2,1,1,6,2,2,3,2,3,,,1,1,3,3,1,1,3,1,1,3,3,,,6,6,1,1,3,3,1,1,3,1,1,3,,,4,6,6,6,6,6,7,7,7,7,7,4,2,7,6,6,6,4,6,2,7,7,2,7,7,7,7,7,7,7,2,6,6,1,2,2,1,1,1,1,1,2,1,1,2
241,28,1,6,,1,2,Wakiso,Central 1,1,2,1,3,2,2,1,2,1,1,2,,1,1,2,1,1,1,2,2,1,2,2,,,5,5,1,1,1,1,1,1,1,1,1,2,,,6,6,6,6,6,6,5,7,7,6,5,7,7,1,1,1,1,1,1,1,1,1,7,7,6,7,7,6,7,7,7,1,6,4,4,4,4,5,5,3,2,2,1,2,2
242,45,1,1,,1,2,Wakiso,Central 1,1,1,1,1,1,1,1,1,1,1,2,,1,2,1,1,1,1,1,1,1,1,1,Surgical mask,Exam glove,1,1,1,1,1,1,1,1,1,1,1,1,Disposal masks,Surgical Mask,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243,21,2,7,Pharmacist,12,2,Wakiso,Central 1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Surgical mask,Cloth masks ,1,1,1,1,1,1,1,1,1,1,1,1,,Cloth masks ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,43,1,5,,8,2,Wakiso,Central 1,1,1,1,2,4,1,2,2,2,2,,,1,1,3,3,1,1,2,1,1,2,2,,,2,2,1,1,1,1,1,1,1,1,1,2,,,6,6,6,7,7,5,3,4,3,6,2,1,5,6,6,6,6,1,6,1,6,6,1,1,6,7,6,5,6,6,7,1,3,2,5,5,3,5,3,1,1,1,1,1,1
245,37,1,6,,1,1,Wakiso,Central 1,1,1,1,3,4,1,2,2,3,2,,,1,2,2,2,1,1,1,2,1,3,2,,,2,2,1,1,1,2,1,1,1,1,1,3,,,1,1,2,6,7,6,6,2,6,6,2,1,1,2,6,6,2,2,2,2,2,6,2,2,7,6,6,2,7,7,2,6,2,1,5,1,5,5,6,1,1,1,1,1,1
246,38,1,6,,1,2,Wakiso,Central 1,1,1,1,3,3,2,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,Surgical mask,,2,3,1,1,1,1,1,1,1,1,1,2,KN95,,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1
247,24,1,6,,5,2,Wakiso,Central 1,1,1,1,1,6,1,2,2,2,2,,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,2,Surgical masks,,1,1,1,1,1,1,1,1,7,1,1,1,1,6,6,6,6,2,6,1,1,6,1,1,7,7,6,5,6,6,2,6,6,6,6,6,6,6,6,6,6,1,1,1,1
248,45,1,1,,1,2,Wakiso,Central 1,1,1,1,1,1,1,1,1,1,1,2,,1,2,1,1,1,1,1,1,1,1,1,Surgical mask,Exam glove,1,1,1,1,1,1,1,1,1,1,1,1,Disposal masks,Surgical Mask,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249,26,1,5,,12,2,Wakiso,Central 1,1,1,1,3,6,1,2,2,2,2,,,1,2,3,2,1,1,2,2,1,1,3,,,2,2,1,1,2,1,1,1,1,1,1,1,,Cloth masks ,2,1,1,1,1,1,1,2,1,1,1,1,2,7,7,7,1,1,6,1,1,1,1,1,7,7,7,7,7,7,1,7,7,6,6,6,5,6,2,6,6,1,1,1,1
250,37,2,6,,8,2,Wakiso,Central 1,1,2,1,3,2,2,1,1,1,2,,,1,1,2,1,1,1,1,1,1,2,2,,,1,7,1,1,1,1,1,1,1,1,1,2,Social distance ,,6,6,7,7,7,6,7,6,6,7,6,7,7,6,7,7,6,6,7,6,6,7,6,7,7,6,7,6,5,7,3,7,6,4,6,5,5,4,6,5,5,1,1,2,1
251,32,2,2,,1,1,Wakiso,Central 1,1,1,1,2,3,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,Surgical mask,None,4,4,1,2,1,2,1,1,2,2,1,1,Disposal masks,None,5,5,6,7,1,7,7,7,7,2,2,1,2,7,7,7,5,5,1,5,1,1,2,2,6,1,1,2,5,5,1,5,6,3,3,3,2,5,6,3,2,1,1,1,1
252,32,2,2,,1,1,Wakiso,Central 1,1,1,1,2,3,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,Surgical mask,None,4,4,1,2,1,2,1,1,2,2,1,1,Disposal masks,None,5,5,6,7,1,7,7,7,7,2,2,1,2,7,7,7,5,5,1,5,1,1,2,2,6,1,1,2,5,5,1,5,6,3,3,3,2,5,6,3,2,1,1,1,1
253,28,1,2,,5,1,Wakiso,Central 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,None,,5,5,1,1,1,2,1,1,1,1,1,2,None,,4,5,3,5,7,3,4,6,7,5,2,6,4,7,7,7,7,7,7,1,2,7,1,6,4,7,5,2,6,6,2,6,2,2,2,3,3,2,4,6,5,2,2,2,2
254,25,2,7,Laboratory Technician,10,1,Wakiso,Central 1,1,1,1,2,5,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,3,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,5,5,5,1,1,1,1
255,25,2,7,Laboratory Technician,10,1,Wakiso,Central 1,1,1,1,2,5,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,3,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,5,5,5,1,1,1,1
256,28,1,7,Laboratory Technician,10,1,Wakiso,Central 1,1,1,1,2,5,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,3,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,5,5,5,1,1,1,1
257,32,2,7,Ophthalmology clinician,1,1,Wakiso,Central 1,1,1,1,1,6,2,1,2,1,2,,,1,1,1,1,1,1,2,1,2,2,2,Surgical mask,,5,5,1,1,1,1,1,1,2,1,1,2,Disposal masks,,2,2,5,5,7,3,6,2,6,6,6,5,5,6,6,6,6,2,6,2,6,6,2,6,5,6,6,3,6,6,3,6,3,5,5,5,5,5,5,5,5,2,2,1,2
258,32,2,7,Laboratory Technician,1,1,Wakiso,Central 1,1,1,1,1,6,2,1,2,1,2,,,1,1,1,1,1,1,2,1,2,2,2,Surgical mask,,5,5,1,1,1,1,1,1,2,1,1,2,Disposal masks,,2,2,5,5,7,3,6,2,6,6,6,5,5,6,6,6,6,2,6,2,6,6,2,6,5,6,6,3,6,6,3,6,3,5,5,5,5,5,5,5,5,2,2,1,2
259,22,1,5,,12,1,Wakiso,Central 1,3,,2,2,6,1,2,2,2,2,,,1,1,1,2,1,1,1,1,1,1,1,Surgical mask,Cloth masks ,3,3,2,1,1,2,1,1,1,2,1,2,,,3,2,1,2,2,1,2,1,2,1,,2,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,2,3,4,1,1,1,1
260,32,1,6,,8,1,Wakiso,Central 1,1,1,1,2,2,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,2,2,Surgical masks,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,5,2,2,2,1,1,1,1
261,25,1,6,,8,1,Wakiso,Central 1,1,1,1,2,2,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,5,5,1,1,1,1,1,1,1,1,2,2,Surgical masks,,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,5,2,2,2,1,1,1,1
262,40,1,9,,12,1,Wakiso,Central 1,1,1,1,2,4,1,2,2,1,2,,,1,3,1,2,2,2,2,1,1,1,2,Surgical mask,,7,6,1,1,1,1,1,1,1,1,1,2,,,7,7,7,7,7,7,7,1,7,6,6,7,6,7,7,7,2,2,7,2,2,6,2,6,7,7,7,6,7,7,6,6,7,2,2,2,2,5,1,1,1,1,1,1,1
263,23,1,5,,8,1,Wakiso,Central 1,1,1,1,1,6,2,2,1,1,2,,,1,2,2,1,2,1,2,2,2,1,2,,,7,7,1,2,2,1,1,1,1,1,1,2,,,7,7,7,7,7,5,7,7,7,6,5,7,6,7,7,7,3,3,5,2,4,5,5,5,7,7,7,7,6,7,6,6,5,2,1,1,1,2,1,1,1,1,1,1,1
264,24,1,5,,8,1,Wakiso,Central 1,1,1,1,3,2,2,3,2,1,2,,,1,1,1,1,1,1,2,1,1,2,2,Surgical mask,,5,5,1,1,1,2,1,1,1,1,1,2,Cloth masks,,2,5,5,6,6,6,6,6,7,6,6,7,6,7,6,6,6,7,6,5,5,7,2,2,5,5,7,7,7,7,7,7,2,6,5,5,5,5,5,5,2,1,1,1,1
265,26,1,7,Radiographer,1,1,Wakiso,Central 1,2,,1,2,4,1,2,2,1,2,,,1,1,1,1,1,1,2,1,1,2,2,medical mask ,,5,5,1,1,1,1,1,1,1,1,1,2,Disposal masks,,6,6,5,6,6,6,5,5,7,6,6,7,3,7,7,7,7,6,7,6,7,7,3,7,6,7,6,6,7,6,5,5,5,2,2,2,1,2,2,1,1,1,1,1,2
266,28,2,7,Laboratory Technician,10,1,Wakiso,Central 1,2,,1,3,2,1,3,1,1,3,,,1,1,1,2,1,1,1,1,1,2,2,Surgical mask,,5,5,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,7,7,7,7,7,6,5,7,7,7,7,4,7,7,7,7,7,7,1,6,7,6,7,6,7,6,2,7,7,5,7,6,6,5,5,5,5,5,5,1,1,1,1,2
267,23,1,5,,8,1,Wakiso,Central 1,1,1,1,2,1,1,1,1,2,2,,,1,1,1,1,1,1,2,1,1,2,2,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,5,5,5,1,6,5,1,2,2,5,2,2,2,1,1,1,1
268,24,2,6,,5,1,Wakiso,Central 1,1,1,1,1,6,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,4,4,1,1,1,1,1,1,1,1,1,3,,,6,6,7,6,7,6,6,2,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6,6,6,6,6,6,6,5,2,4,3,3,3,3,3,4,2,2,1,1,2,1
269,41,1,5,,8,1,Wakiso,Central 1,1,1,1,3,2,2,3,3,3,3,,,1,1,1,1,1,1,2,2,1,2,1,Surgical mask,Cloth masks ,6,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,7,7,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,7,7,7,1,6,6,6,6,6,1,1,1,1,2,2,2
270,39,1,6,,1,1,Wakiso,Central 1,1,1,1,1,1,2,1,2,1,2,,,1,2,2,2,1,2,2,2,2,2,2,,,1,1,1,1,1,1,1,1,1,1,1,2,,,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,7,1,1,7,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1
271,41,1,5,,8,1,Wakiso,Central 1,1,1,1,3,2,2,3,3,3,3,,,1,1,1,1,1,1,2,2,1,2,1,Surgical mask,Cloth masks ,6,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,7,7,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,7,7,7,1,6,6,6,6,6,1,1,1,1,2,2,1
272,23,1,7,Radiographer,1,1,Kampala,Kampala,1,2,5,1,6,1,3,2,1,2,,,1,1,1,2,2,1,2,2,2,1,2,Surgical mask,,6,6,1,1,1,3,1,1,1,1,3,2,Disposal masks,,5,6,2,7,7,5,5,2,7,6,6,7,7,7,6,6,2,2,6,2,2,6,2,6,1,6,7,6,7,7,7,6,7,5,6,5,2,5,1,1,2,1,2,2,2
273,27,2,7,Radiographer,1,1,Wakiso,Central 1,1,1,1,2,1,2,2,1,1,2,,,1,1,1,2,1,1,2,1,1,2,2,KN95,,1,1,1,1,1,2,2,1,2,1,1,2,Surgical masks,,6,6,6,7,7,7,7,3,7,1,1,6,5,6,6,6,5,4,7,1,6,6,1,6,6,6,5,1,6,6,6,6,1,1,5,5,5,1,5,5,2,1,2,1,1
274,40,1,6,,1,1,Wakiso,Central 1,1,1,1,8,4,1,3,1,1,2,,,1,1,2,2,1,1,2,1,1,2,2,,,6,6,1,1,1,1,1,1,1,1,1,2,,,6,7,7,7,7,5,7,7,7,7,5,7,5,7,7,7,5,5,7,5,6,7,4,7,7,7,7,7,7,7,1,2,6,2,2,2,1,2,2,1,1,1,1,1,1
275,23,1,7,Laboratory Technician,1,1,Kampala,Kampala,1,2,5,1,6,1,3,2,1,2,,,1,1,1,2,2,1,2,2,2,1,2,Surgical mask,,6,6,1,1,1,3,1,1,1,1,3,2,Disposal masks,,5,6,2,7,7,5,5,2,7,6,6,7,7,7,6,6,2,2,6,2,2,6,2,6,1,6,7,6,7,7,7,6,7,5,6,5,2,5,1,1,2,1,2,2,2
276,35,2,7,Pathologist Assistant,5,1,Wakiso,Central 1,1,2,1,3,3,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,,,7,7,1,1,1,1,1,1,1,1,1,2,Cloth masks,,6,6,7,7,7,7,7,2,7,6,7,6,5,7,7,7,6,6,6,6,6,7,3,7,5,7,6,3,7,7,2,5,5,2,1,2,2,2,1,1,2,1,1,1,1
277,34,2,2,,12,1,Wakiso,Central 1,1,1,2,2,6,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,,,7,7,1,1,1,2,1,1,2,1,2,2,,,7,7,7,7,7,6,7,2,7,2,1,7,5,7,7,7,2,3,6,1,6,7,1,6,5,7,7,7,7,7,7,5,7,2,2,2,2,3,2,2,2,1,1,1,1
278,26,2,6,,2,2,Wakiso,Central 1,1,2,5,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Surgical mask,Cloth masks ,1,1,1,1,1,1,1,1,1,1,1,1,Disposal masks,Cloth masks ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1
279,36,2,9,,5,1,Wakiso,Central 1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,Cloth mask,,5,5,1,1,1,1,1,1,1,1,1,3,None,,5,5,7,6,6,6,5,6,6,6,6,7,2,6,6,6,5,4,6,4,6,6,6,6,6,6,6,6,7,7,4,2,2,5,5,2,2,2,5,5,5,1,1,1,1
280,24,2,6,,5,1,Wakiso,Central 1,1,2,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,7,7,1,1,1,1,1,1,1,1,1,2,,,7,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,1,6,6,2,1,2,2,2,1,1,1,1,1,1,1
281,27,1,6,,5,1,Wakiso,Central 1,1,2,1,1,6,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,,,6,6,1,1,2,1,1,1,1,1,1,1,,Gumboots ,6,4,7,3,7,6,7,2,7,7,6,6,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,2,4,4,2,2,2,2,2,3,3,3,1,1,1,2
282,26,1,6,,1,1,Wakiso,Central 1,1,2,1,2,6,2,2,2,1,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,2,,,6,6,5,7,7,7,7,5,7,6,6,7,6,7,7,7,6,6,7,5,6,7,1,1,7,7,7,3,7,6,3,5,7,2,1,2,1,1,1,1,2,1,1,1,2
283,23,2,6,,4,2,Wakiso,Central 1,1,1,1,1,4,1,2,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,Surgical mask,Cloth masks ,7,5,1,1,1,1,1,1,1,1,1,2,,,7,6,7,7,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,2,2,2,2,3,2,2,3,1,1,1,1
284,23,2,6,,4,2,Wakiso,Central 1,1,1,1,1,4,1,2,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,Surgical mask,Cloth masks ,7,5,1,1,1,1,1,1,1,1,1,2,,,7,6,7,7,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,2,2,2,2,3,2,2,3,1,1,1,1
285,22,1,6,,1,1,Wakiso,Central 1,1,1,1,1,6,2,1,2,1,1,2,,1,1,1,1,1,1,1,1,2,3,3,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,1,,Cloth masks ,1,1,1,1,1,1,1,2,1,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1
286,27,2,7,Laboratory scientist,10,1,Wakiso,Central 1,1,1,1,1,6,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,7,7,1,1,1,1,1,1,1,1,1,2,Surgical masks,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1
287,29,1,9,,11,1,Wakiso,Central 1,1,2,1,1,2,2,3,3,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,KN95,,7,7,1,1,1,1,1,1,1,1,1,2,,,7,7,7,7,7,7,7,1,7,1,7,7,4,7,7,7,7,2,7,1,6,7,1,1,7,7,7,1,7,7,1,7,7,1,2,5,2,5,1,1,2,1,1,1,1
288,29,1,9,,11,1,Wakiso,Central 1,1,2,1,1,2,2,3,3,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,KN95,,7,7,1,1,1,1,1,1,1,1,1,2,,,7,7,7,7,7,7,7,1,7,1,7,7,4,7,7,7,7,2,7,1,6,7,1,1,7,7,7,1,7,7,1,7,7,1,2,5,2,5,1,1,2,1,1,1,1
289,24,1,6,,5,1,Wakiso,Central 1,1,1,1,1,7,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,3,None,,6,1,1,1,1,2,1,1,1,1,1,3,,,1,3,1,1,1,1,6,1,2,3,2,1,1,1,1,3,2,3,1,1,1,7,7,1,1,1,1,1,1,2,3,3,3,1,1,6,6,5,1,3,5,1,1,1,1
290,22,1,6,,1,1,Wakiso,Central 1,1,1,1,1,6,2,1,2,1,1,2,,1,1,1,1,1,1,1,1,2,3,3,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,1,,Cloth masks ,1,1,1,1,1,1,1,2,1,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1
291,32,1,9,,11,1,Wakiso,Central 1,1,1,1,3,6,1,1,2,1,1,2,,1,1,2,1,1,2,2,1,2,2,2,,,6,6,1,1,2,2,1,1,1,1,2,3,,,6,6,6,7,7,7,7,6,6,6,2,6,2,6,6,6,6,6,6,7,6,6,7,6,6,6,6,6,6,6,7,6,6,1,1,1,1,4,1,1,1,2,2,1,1
292,22,1,6,,1,1,Wakiso,Central 1,1,1,1,1,6,2,1,2,1,1,2,,1,1,1,1,1,1,1,1,2,3,3,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,1,,Cloth masks ,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1
293,20,1,6,,4,2,Wakiso,Central 1,1,1,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,2,Surgical mask,,7,4,1,1,1,1,1,1,1,1,1,2,,,6,6,6,6,7,5,5,7,5,5,7,6,6,6,6,5,7,5,6,6,7,7,7,6,7,6,7,7,7,7,7,6,7,2,2,3,2,3,2,2,3,1,1,1,1
294,20,1,6,,4,2,Wakiso,Central 1,1,1,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,2,Surgical mask,,7,4,1,1,1,1,1,1,1,1,1,2,,,6,6,6,6,7,5,5,7,5,5,7,6,6,6,6,5,7,5,6,6,7,7,7,6,7,6,7,7,7,7,7,6,7,2,2,3,2,3,2,2,3,1,1,1,1
295,22,1,6,,3,1,Wakiso,Central 1,1,1,1,1,3,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,1,2,,,5,5,1,1,1,1,1,1,1,1,1,2,,,5,5,6,5,6,6,6,6,6,6,5,5,6,6,6,5,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,1,1,1,1
296,22,1,6,,1,1,Wakiso,Central 1,1,1,1,1,6,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,Cloth mask,Wool,1,2,1,1,1,2,1,1,1,1,2,1,Cloth masks,Wool,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1
297,23,1,6,,2,2,Wakiso,Central 1,1,2,2,2,3,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,2,Surgical mask,,3,2,1,2,2,2,2,2,2,2,2,2,,,5,5,4,4,6,6,3,5,4,4,5,5,5,6,7,7,2,5,5,5,5,5,5,1,4,4,4,5,4,4,5,3,6,2,2,2,3,1,1,3,2,1,1,1,1
298,26,2,9,,12,1,Wakiso,Central 1,1,2,1,1,6,2,2,2,1,2,,,1,2,1,2,2,2,2,2,1,1,3,Surgical mask,,5,5,1,1,1,1,1,1,1,1,1,3,,,5,6,5,5,4,5,6,2,5,5,5,7,6,6,6,6,5,5,5,5,5,6,5,5,5,5,6,4,6,6,4,6,4,2,2,2,2,2,2,5,5,1,1,1,1
